Pago,DiasEnvio(Real),DiasEnvio(Programado),BeneficioPorPedido,EstadoEntrega,RiesgoEntregaTardia,Categoria,PaisCliente,IDCliente,SegmentoCliente,PaisPedido,FechaPedido,IDPedido,IDArticuloPedido,PrecioArticuloPedido,CantidadArticulosPedido,Ventas,TotalArticulosPedido,GananciaPorPedido,RegionPedido,DestinoPedido,EstadoPedido,IDProducto,CategoriaProducto,NombreProducto,PrecioProducto,FechaEnvio,ModoEnvio
DEBIT,2,1,1.371.900.024,Late delivery,1,Fishing,Puerto Rico,4739,Home Office,Brasil,5/26/2017 11:23,60043,150285,399.980.011,1,399.980.011,391.980.011,1.371.900.024,South America,São Paulo,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/28/2017 11:23,First Class
PAYMENT,6,2,6.551.999.664,Late delivery,1,Fishing,EE. UU.,8207,Corporate,Brasil,5/26/2017 5:04,60025,150244,399.980.011,1,399.980.011,363.980.011,6.551.999.664,South America,São Paulo,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,06/01/2017 5:04,Second Class
DEBIT,5,4,1.727.899.933,Late delivery,1,Fishing,Puerto Rico,5802,Home Office,Brasil,5/26/2017 4:43,60024,150243,399.980.011,1,399.980.011,359.980.011,1.727.899.933,South America,São Paulo,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/31/2017 4:43,Standard Class
PAYMENT,3,4,6.015.999.985,Advance shipping,0,Fishing,Puerto Rico,1351,Corporate,Brasil,5/25/2017 17:31,59992,150156,399.980.011,1,399.980.011,319.980.011,6.015.999.985,South America,Piauí,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/28/2017 17:31,Standard Class
PAYMENT,6,2,-60,Late delivery,1,Fishing,EE. UU.,11295,Corporate,Brasil,5/25/2017 16:49,59990,150152,399.980.011,1,399.980.011,2.999.899.902,-60,South America,Piauí,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/31/2017 16:49,Second Class
PAYMENT,6,2,2.479.999.924,Late delivery,1,Fishing,EE. UU.,11295,Corporate,Brasil,5/25/2017 16:49,59990,150151,399.980.011,1,399.980.011,399.980.011,2.479.999.924,South America,Piauí,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/31/2017 16:49,Second Class
PAYMENT,5,2,7.199.999.809,Late delivery,1,Fishing,Puerto Rico,4847,Home Office,Argentina,5/24/2017 21:11,59934,150010,399.980.011,1,399.980.011,359.980.011,7.199.999.809,South America,Santa Fe,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/29/2017 21:11,Second Class
TRANSFER,2,1,1.626.699.982,Late delivery,1,Fishing,EE. UU.,6740,Corporate,Brasil,5/24/2017 18:23,59926,149989,399.980.011,1,399.980.011,331.980.011,1.626.699.982,South America,São Paulo,PROCESSING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/26/2017 18:23,First Class
DEBIT,2,1,1.039.899.979,Late delivery,1,Fishing,Puerto Rico,9353,Home Office,Brasil,5/24/2017 16:59,59922,149983,399.980.011,1,399.980.011,319.980.011,1.039.899.979,South America,Goiás,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/26/2017 16:59,First Class
DEBIT,3,4,-1.376.000.023,Advance shipping,0,Fishing,Puerto Rico,8707,Home Office,Argentina,5/23/2017 18:13,59857,149807,399.980.011,1,399.980.011,319.980.011,-1.376.000.023,South America,Buenos Aires,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/26/2017 18:13,Standard Class
DEBIT,4,4,1.301.900.024,Shipping on time,0,Fishing,EE. UU.,12256,Consumer,Brasil,5/23/2017 2:48,59813,149712,399.980.011,1,399.980.011,371.980.011,1.301.900.024,South America,Pará,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/27/2017 2:48,Standard Class
DEBIT,5,4,393.199.997,Late delivery,1,Fishing,Puerto Rico,653,Consumer,Brasil,5/22/2017 21:54,59799,149679,399.980.011,1,399.980.011,347.980.011,393.199.997,South America,São Paulo,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/27/2017 21:54,Standard Class
TRANSFER,2,1,1.189.899.979,Shipping canceled,0,Fishing,Puerto Rico,5688,Corporate,Brasil,5/22/2017 21:33,59798,149675,399.980.011,1,399.980.011,339.980.011,1.189.899.979,South America,Bahía,SUSPECTED_FRAUD,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/24/2017 21:33,First Class
PAYMENT,2,1,5.711.999.893,Late delivery,1,Fishing,Puerto Rico,8333,Home Office,Brasil,5/22/2017 21:12,59797,149670,399.980.011,1,399.980.011,335.980.011,5.711.999.893,South America,Bahía,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/24/2017 21:12,First Class
TRANSFER,2,1,2.323.999.977,Late delivery,1,Fishing,EE. UU.,1896,Home Office,Brasil,5/22/2017 19:27,59792,149654,399.980.011,1,399.980.011,331.980.011,2.323.999.977,South America,Rio Grande do Sul,PENDING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/24/2017 19:27,First Class
PAYMENT,2,1,1.861.100.006,Late delivery,1,Fishing,EE. UU.,3461,Corporate,Brasil,5/22/2017 11:44,59770,149578,399.980.011,1,399.980.011,395.980.011,1.861.100.006,South America,São Paulo,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/24/2017 11:44,First Class
PAYMENT,4,4,1.823.899.994,Shipping on time,0,Fishing,EE. UU.,7544,Consumer,Brasil,5/20/2017 22:15,59663,149317,399.980.011,1,399.980.011,379.980.011,1.823.899.994,South America,Minas Gerais,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/24/2017 22:15,Standard Class
DEBIT,2,1,1.277.600.021,Late delivery,1,Fishing,EE. UU.,7877,Home Office,Brasil,5/20/2017 18:24,59652,149287,399.980.011,1,399.980.011,377.980.011,1.277.600.021,South America,Minas Gerais,ON_HOLD,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/22/2017 18:24,First Class
DEBIT,2,1,7.440.000.153,Late delivery,1,Fishing,EE. UU.,7877,Home Office,Brasil,5/20/2017 18:24,59652,149286,399.980.011,1,399.980.011,371.980.011,7.440.000.153,South America,Minas Gerais,ON_HOLD,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/22/2017 18:24,First Class
TRANSFER,4,2,-3.202.999.878,Late delivery,1,Fishing,Puerto Rico,1916,Consumer,Brasil,5/20/2017 15:14,59643,149262,399.980.011,1,399.980.011,363.980.011,-3.202.999.878,South America,São Paulo,PROCESSING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/24/2017 15:14,Second Class
DEBIT,2,4,37.5,Advance shipping,0,Fishing,EE. UU.,11919,Home Office,Argentina,5/19/2017 14:01,59571,149102,399.980.011,1,399.980.011,2.999.899.902,37.5,South America,Buenos Aires,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/21/2017 14:01,Standard Class
CASH,6,4,1.799.900.055,Late delivery,1,Fishing,EE. UU.,12166,Corporate,Argentina,5/19/2017 13:40,59570,149099,399.980.011,1,399.980.011,399.980.011,1.799.900.055,South America,Buenos Aires,CLOSED,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/25/2017 13:40,Standard Class
CASH,0,0,-3.212.799.988,Shipping on time,0,Fishing,EE. UU.,4177,Corporate,Brasil,5/19/2017 8:25,59555,149059,399.980.011,1,399.980.011,377.980.011,-3.212.799.988,South America,São Paulo,CLOSED,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/19/2017 20:25,Same Day
TRANSFER,3,4,4.202.999.878,Advance shipping,0,Fishing,EE. UU.,1018,Consumer,Argentina,5/19/2017 7:22,59552,149054,399.980.011,1,399.980.011,371.980.011,4.202.999.878,South America,Buenos Aires (provincia),PENDING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/22/2017 7:22,Standard Class
DEBIT,4,2,1.545.500.031,Late delivery,1,Fishing,Puerto Rico,6059,Consumer,Brasil,5/19/2017 0:42,59533,149003,399.980.011,1,399.980.011,335.980.011,1.545.500.031,South America,São Paulo,ON_HOLD,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/23/2017 0:42,Second Class
PAYMENT,1,0,-2.399.900.055,Late delivery,1,Fishing,EE. UU.,6156,Corporate,Argentina,5/18/2017 17:00,59511,148952,399.980.011,1,399.980.011,2.999.899.902,-2.399.900.055,South America,Buenos Aires,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/19/2017 5:00,Same Day
DEBIT,6,4,8.880.000.305,Late delivery,1,Fishing,EE. UU.,10625,Consumer,Argentina,5/18/2017 16:39,59510,148948,399.980.011,1,399.980.011,399.980.011,8.880.000.305,South America,Buenos Aires,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/24/2017 16:39,Standard Class
DEBIT,6,2,1.394.900.055,Late delivery,1,Fishing,EE. UU.,2007,Consumer,Brasil,5/17/2017 9:07,59420,148753,399.980.011,1,399.980.011,371.980.011,1.394.900.055,South America,Rio Grande do Sul,ON_HOLD,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/23/2017 9:07,Second Class
DEBIT,5,4,27,Late delivery,1,Fishing,Puerto Rico,9560,Consumer,Brasil,5/17/2017 3:31,59404,148722,399.980.011,1,399.980.011,359.980.011,27,South America,Santa Catarina,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/22/2017 3:31,Standard Class
PAYMENT,2,1,1.399.900.055,Late delivery,1,Fishing,EE. UU.,5652,Home Office,Argentina,5/16/2017 15:57,59371,148634,399.980.011,1,399.980.011,399.980.011,1.399.900.055,South America,Santa Fe,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/18/2017 15:57,First Class
PAYMENT,6,2,-2.641.199.951,Late delivery,1,Fishing,EE. UU.,4880,Consumer,Brasil,5/16/2017 10:21,59355,148590,399.980.011,1,399.980.011,395.980.011,-2.641.199.951,South America,Alagoas,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/22/2017 10:21,Second Class
TRANSFER,4,2,1.803.099.976,Late delivery,1,Fishing,EE. UU.,7982,Corporate,Brasil,5/16/2017 9:38,59353,148586,399.980.011,1,399.980.011,391.980.011,1.803.099.976,South America,Alagoas,PROCESSING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/20/2017 9:38,Second Class
DEBIT,2,4,-6.137.700.195,Advance shipping,0,Fishing,Puerto Rico,7862,Home Office,Brasil,5/16/2017 3:41,59336,148547,399.980.011,1,399.980.011,371.980.011,-6.137.700.195,South America,Paraíba,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/18/2017 3:41,Standard Class
TRANSFER,5,4,1.231.900.024,Late delivery,1,Fishing,EE. UU.,4834,Corporate,Argentina,5/15/2017 4:13,59269,148360,399.980.011,1,399.980.011,351.980.011,1.231.900.024,South America,Jujuy,PROCESSING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/20/2017 4:13,Standard Class
DEBIT,2,1,6.454.000.092,Late delivery,1,Fishing,EE. UU.,11858,Home Office,Brasil,5/14/2017 12:27,59224,148239,399.980.011,1,399.980.011,395.980.011,6.454.000.092,South America,Pernambuco,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/16/2017 12:27,First Class
DEBIT,2,1,-9.799.500.122,Late delivery,1,Fishing,EE. UU.,11858,Home Office,Brasil,5/14/2017 12:27,59224,148237,399.980.011,1,399.980.011,391.980.011,-9.799.500.122,South America,Pernambuco,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/16/2017 12:27,First Class
PAYMENT,6,4,109.75,Late delivery,1,Fishing,EE. UU.,2963,Consumer,Brasil,5/13/2017 14:01,59160,148067,399.980.011,1,399.980.011,391.980.011,109.75,South America,Bahía,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/19/2017 14:01,Standard Class
DEBIT,3,4,1.785.500.031,Advance shipping,0,Fishing,EE. UU.,2593,Home Office,Brasil,05/12/2017 10:42,59082,147876,399.980.011,1,399.980.011,371.980.011,1.785.500.031,South America,São Paulo,ON_HOLD,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/15/2017 10:42,Standard Class
DEBIT,3,4,1.055.500.031,Advance shipping,0,Fishing,EE. UU.,2593,Home Office,Brasil,05/12/2017 10:42,59082,147873,399.980.011,1,399.980.011,363.980.011,1.055.500.031,South America,São Paulo,ON_HOLD,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/15/2017 10:42,Standard Class
CASH,2,1,1.668.300.018,Late delivery,1,Fishing,EE. UU.,3890,Corporate,Argentina,05/11/2017 9:07,59009,147713,399.980.011,1,399.980.011,387.980.011,1.668.300.018,South America,Buenos Aires,CLOSED,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/13/2017 9:07,First Class
CASH,0,0,-1.984.400.024,Shipping on time,0,Fishing,EE. UU.,12066,Consumer,Brasil,05/11/2017 1:25,58987,147661,399.980.011,1,399.980.011,377.980.011,-1.984.400.024,South America,Amazonas,CLOSED,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/11/2017 13:25,Same Day
PAYMENT,2,4,9.672.000.122,Advance shipping,0,Fishing,EE. UU.,960,Consumer,Brasil,05/11/2017 1:04,58986,147657,399.980.011,1,399.980.011,371.980.011,9.672.000.122,South America,Amazonas,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/13/2017 1:04,Standard Class
DEBIT,2,4,-5.983.699.951,Advance shipping,0,Fishing,Puerto Rico,9845,Home Office,Brasil,05/10/2017 19:49,58971,147624,399.980.011,1,399.980.011,351.980.011,-5.983.699.951,South America,Pernambuco,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/12/2017 19:49,Standard Class
PAYMENT,4,2,5.879.999.924,Late delivery,1,Fishing,EE. UU.,9308,Consumer,Brasil,05/10/2017 13:30,58953,147573,399.980.011,1,399.980.011,335.980.011,5.879.999.924,South America,Rio Grande do Sul,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/14/2017 13:30,Second Class
CASH,6,4,1.460.700.073,Late delivery,1,Fishing,EE. UU.,11611,Corporate,Brasil,05/10/2017 8:57,58940,147530,399.980.011,1,399.980.011,331.980.011,1.460.700.073,South America,Amazonas,CLOSED,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/16/2017 8:57,Standard Class
TRANSFER,2,4,1.385.899.963,Advance shipping,0,Fishing,EE. UU.,11375,Corporate,Argentina,05/10/2017 2:18,58921,147494,399.980.011,1,399.980.011,395.980.011,1.385.899.963,South America,Buenos Aires,PENDING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/12/2017 2:18,Standard Class
TRANSFER,2,4,49,Advance shipping,0,Fishing,EE. UU.,11375,Corporate,Argentina,05/10/2017 2:18,58921,147492,399.980.011,1,399.980.011,391.980.011,49,South America,Buenos Aires,PENDING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/12/2017 2:18,Standard Class
TRANSFER,2,1,0,Shipping canceled,0,Fishing,Puerto Rico,6219,Consumer,Argentina,05/09/2017 23:08,58912,147470,399.980.011,1,399.980.011,383.980.011,0,South America,Mendoza,SUSPECTED_FRAUD,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/11/2017 23:08,First Class
TRANSFER,6,4,1.139.899.979,Late delivery,1,Fishing,EE. UU.,10322,Consumer,Argentina,05/09/2017 22:26,58910,147463,399.980.011,1,399.980.011,379.980.011,1.139.899.979,South America,Mendoza,PENDING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/15/2017 22:26,Standard Class
DEBIT,5,4,1.066.900.024,Late delivery,1,Fishing,EE. UU.,1426,Consumer,Brasil,05/08/2017 23:19,58844,147287,399.980.011,1,399.980.011,387.980.011,1.066.900.024,South America,São Paulo,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/13/2017 23:19,Standard Class
DEBIT,5,2,-5.477.700.195,Late delivery,1,Fishing,EE. UU.,1736,Home Office,Brasil,05/08/2017 7:33,58799,147174,399.980.011,1,399.980.011,331.980.011,-5.477.700.195,South America,Rio Grande do Sul,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/13/2017 7:33,Second Class
DEBIT,5,2,41,Late delivery,1,Fishing,EE. UU.,1736,Home Office,Brasil,05/08/2017 7:33,58799,147172,399.980.011,1,399.980.011,327.980.011,41,South America,Rio Grande do Sul,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/13/2017 7:33,Second Class
TRANSFER,2,4,24,Advance shipping,0,Fishing,Puerto Rico,7885,Corporate,Brasil,05/08/2017 6:30,58796,147161,399.980.011,1,399.980.011,319.980.011,24,South America,Rio Grande do Sul,PENDING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/10/2017 6:30,Standard Class
TRANSFER,2,1,1.785.500.031,Shipping canceled,0,Fishing,Puerto Rico,12406,Corporate,Brasil,05/07/2017 18:14,58761,147087,399.980.011,1,399.980.011,371.980.011,1.785.500.031,South America,São Paulo,CANCELED,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/09/2017 18:14,First Class
TRANSFER,2,4,54,Advance shipping,0,Fishing,Puerto Rico,11043,Consumer,Brasil,05/07/2017 14:44,58751,147066,399.980.011,1,399.980.011,359.980.011,54,South America,Mato Grosso del Sur,PENDING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/09/2017 14:44,Standard Class
DEBIT,2,1,-2.815.899.963,Late delivery,1,Fishing,Puerto Rico,7328,Consumer,Brasil,05/06/2017 11:45,58674,146855,399.980.011,1,399.980.011,351.980.011,-2.815.899.963,South America,São Paulo,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/08/2017 11:45,First Class
PAYMENT,3,4,5.779.999.924,Advance shipping,0,Fishing,EE. UU.,10822,Corporate,Brasil,05/06/2017 7:33,58662,146830,399.980.011,1,399.980.011,339.980.011,5.779.999.924,South America,Goiás,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/09/2017 7:33,Standard Class
PAYMENT,4,4,1.277.000.046,Shipping on time,0,Fishing,Puerto Rico,10829,Consumer,Brasil,05/06/2017 6:09,58658,146819,399.980.011,1,399.980.011,335.980.011,1.277.000.046,South America,Santa Catarina,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/10/2017 6:09,Standard Class
DEBIT,2,4,-5.210.000.038,Advance shipping,0,Fishing,EE. UU.,6992,Corporate,Brasil,05/05/2017 11:56,58606,146678,399.980.011,1,399.980.011,371.980.011,-5.210.000.038,South America,Marañón,ON_HOLD,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/07/2017 11:56,Standard Class
DEBIT,2,4,1.019.100.037,Advance shipping,0,Fishing,EE. UU.,6992,Corporate,Brasil,05/05/2017 11:56,58606,146676,399.980.011,1,399.980.011,363.980.011,1.019.100.037,South America,Marañón,ON_HOLD,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/07/2017 11:56,Standard Class
PAYMENT,6,4,1.511.900.024,Late delivery,1,Fishing,EE. UU.,12116,Consumer,Brasil,05/05/2017 11:35,58605,146674,399.980.011,1,399.980.011,359.980.011,1.511.900.024,South America,Marañón,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/11/2017 11:35,Standard Class
PAYMENT,6,4,925.699.997,Late delivery,1,Fishing,EE. UU.,12116,Consumer,Brasil,05/05/2017 11:35,58605,146671,399.980.011,1,399.980.011,351.980.011,925.699.997,South America,Marañón,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/11/2017 11:35,Standard Class
TRANSFER,2,4,393.199.997,Advance shipping,0,Fishing,EE. UU.,5314,Consumer,Brasil,05/04/2017 7:54,58526,146475,399.980.011,1,399.980.011,347.980.011,393.199.997,South America,Goiás,PENDING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/06/2017 7:54,Standard Class
TRANSFER,5,4,1.919.900.055,Late delivery,1,Fishing,EE. UU.,10919,Home Office,Brasil,05/03/2017 17:11,58484,146384,399.980.011,1,399.980.011,399.980.011,1.919.900.055,South America,São Paulo,PENDING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/08/2017 17:11,Standard Class
CASH,6,4,9.983.999.634,Late delivery,1,Fishing,Puerto Rico,9438,Consumer,Argentina,05/03/2017 12:17,58470,146350,399.980.011,1,399.980.011,383.980.011,9.983.999.634,South America,Santa Fe,CLOSED,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/09/2017 12:17,Standard Class
TRANSFER,2,1,1.727.899.933,Late delivery,1,Fishing,Puerto Rico,3821,Corporate,Brasil,05/02/2017 15:16,58410,146202,399.980.011,1,399.980.011,359.980.011,1.727.899.933,South America,Minas Gerais,PROCESSING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/04/2017 15:16,First Class
TRANSFER,2,4,3.400.000.095,Advance shipping,0,Fishing,EE. UU.,11371,Consumer,Brasil,05/02/2017 10:22,58396,146157,399.980.011,1,399.980.011,339.980.011,3.400.000.095,South America,Mato Grosso del Sur,PROCESSING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/04/2017 10:22,Standard Class
TRANSFER,2,1,8.063.999.939,Late delivery,1,Fishing,EE. UU.,10276,Home Office,Brasil,05/02/2017 10:01,58395,146155,399.980.011,1,399.980.011,335.980.011,8.063.999.939,South America,Mato Grosso del Sur,PROCESSING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/04/2017 10:01,First Class
DEBIT,4,4,1.625.299.988,Shipping on time,0,Fishing,Puerto Rico,11118,Consumer,Argentina,05/01/2017 17:33,58348,146021,399.980.011,1,399.980.011,377.980.011,1.625.299.988,South America,Buenos Aires,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/05/2017 17:33,Standard Class
DEBIT,4,4,7.440.000.153,Shipping on time,0,Fishing,Puerto Rico,11118,Consumer,Argentina,05/01/2017 17:33,58348,146020,399.980.011,1,399.980.011,371.980.011,7.440.000.153,South America,Buenos Aires,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/05/2017 17:33,Standard Class
DEBIT,2,4,1.149.100.037,Advance shipping,0,Fishing,Puerto Rico,11761,Consumer,Argentina,4/30/2017 16:19,58276,145826,399.980.011,1,399.980.011,339.980.011,1.149.100.037,South America,Buenos Aires,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/02/2017 16:19,Standard Class
DEBIT,2,1,-2.462.799.988,Late delivery,1,Fishing,Puerto Rico,4953,Consumer,Argentina,4/30/2017 15:58,58275,145823,399.980.011,1,399.980.011,335.980.011,-2.462.799.988,South America,Buenos Aires,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/02/2017 15:58,First Class
DEBIT,2,1,863.199.997,Late delivery,1,Fishing,Puerto Rico,4953,Consumer,Argentina,4/30/2017 15:58,58275,145822,399.980.011,1,399.980.011,331.980.011,863.199.997,South America,Buenos Aires,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/02/2017 15:58,First Class
TRANSFER,2,1,1.229.899.979,Shipping canceled,0,Fishing,EE. UU.,1735,Home Office,Argentina,4/30/2017 15:16,58273,145816,399.980.011,1,399.980.011,327.980.011,1.229.899.979,South America,Buenos Aires,CANCELED,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/02/2017 15:16,First Class
DEBIT,4,4,1.633.899.994,Shipping on time,0,Fishing,EE. UU.,4081,Consumer,Brasil,4/30/2017 4:46,58243,145734,399.980.011,1,399.980.011,379.980.011,1.633.899.994,South America,Distrito Federal,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/04/2017 4:46,Standard Class
DEBIT,6,4,1.360.700.073,Late delivery,1,Fishing,Puerto Rico,7646,Corporate,Brasil,4/30/2017 3:42,58240,145727,399.980.011,1,399.980.011,377.980.011,1.360.700.073,South America,Bahía,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/06/2017 3:42,Standard Class
TRANSFER,4,4,-2.561.199.951,Shipping on time,0,Fishing,EE. UU.,11060,Consumer,Brasil,4/29/2017 5:59,58178,145581,399.980.011,1,399.980.011,383.980.011,-2.561.199.951,South America,Goiás,PENDING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/03/2017 5:59,Standard Class
TRANSFER,5,4,1.900.700.073,Late delivery,1,Fishing,Puerto Rico,7391,Consumer,Brasil,4/28/2017 9:19,58119,145430,399.980.011,1,399.980.011,395.980.011,1.900.700.073,South America,Santa Catarina,PENDING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/03/2017 9:19,Standard Class
CASH,6,2,96,Late delivery,1,Fishing,Puerto Rico,6833,Corporate,Brasil,4/27/2017 9:09,58050,145243,399.980.011,1,399.980.011,319.980.011,96,South America,São Paulo,CLOSED,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/03/2017 9:09,Second Class
DEBIT,2,4,-1.728.899.994,Advance shipping,0,Fishing,EE. UU.,2418,Home Office,Argentina,4/25/2017 18:57,57941,144966,399.980.011,1,399.980.011,363.980.011,-1.728.899.994,South America,Buenos Aires,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,4/27/2017 18:57,Standard Class
TRANSFER,5,4,3.168.000.031,Late delivery,1,Fishing,Puerto Rico,7720,Consumer,Brasil,4/25/2017 14:45,57929,144929,399.980.011,1,399.980.011,359.980.011,3.168.000.031,South America,Distrito Federal,PROCESSING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,4/30/2017 14:45,Standard Class
CASH,4,4,1.143.899.994,Shipping on time,0,Fishing,EE. UU.,7617,Consumer,Brasil,4/25/2017 14:24,57928,144926,399.980.011,1,399.980.011,351.980.011,1.143.899.994,South America,Distrito Federal,CLOSED,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,4/29/2017 14:24,Standard Class
DEBIT,6,4,1.670.299.988,Late delivery,1,Fishing,EE. UU.,8173,Consumer,Brasil,4/24/2017 4:04,57830,144696,399.980.011,1,399.980.011,347.980.011,1.670.299.988,South America,Santa Catarina,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,4/30/2017 4:04,Standard Class
